Test Case,Timestamp
NASA's Mars rover has made a significant discovery.,0.06832575798034668
NASA's Mars rover has made a significant discovery.,0.053529977798461914
NASA's Mars rover has made a significant discovery.,0.054041147232055664
NASA's Mars rover has made a significant discovery.,0.053514957427978516
NASA's Mars rover has made a significant discovery.,0.05881905555725098
NASA's Mars rover has made a significant discovery.,0.05574774742126465
NASA's Mars rover has made a significant discovery.,0.062005043029785156
NASA's Mars rover has made a significant discovery.,0.06751370429992676
NASA's Mars rover has made a significant discovery.,0.055490732192993164
NASA's Mars rover has made a significant discovery.,0.05598616600036621
NASA's Mars rover has made a significant discovery.,0.06796789169311523
NASA's Mars rover has made a significant discovery.,0.08389902114868164
NASA's Mars rover has made a significant discovery.,0.0790858268737793
NASA's Mars rover has made a significant discovery.,0.07824373245239258
NASA's Mars rover has made a significant discovery.,0.06981825828552246
NASA's Mars rover has made a significant discovery.,0.0715341567993164
NASA's Mars rover has made a significant discovery.,0.06988000869750977
NASA's Mars rover has made a significant discovery.,0.06960177421569824
NASA's Mars rover has made a significant discovery.,0.07507014274597168
NASA's Mars rover has made a significant discovery.,0.08344507217407227
NASA's Mars rover has made a significant discovery.,0.0580439567565918
NASA's Mars rover has made a significant discovery.,0.06706690788269043
NASA's Mars rover has made a significant discovery.,0.05771327018737793
NASA's Mars rover has made a significant discovery.,0.05661177635192871
NASA's Mars rover has made a significant discovery.,0.06531095504760742
NASA's Mars rover has made a significant discovery.,0.06405305862426758
NASA's Mars rover has made a significant discovery.,0.058912038803100586
NASA's Mars rover has made a significant discovery.,0.059105873107910156
NASA's Mars rover has made a significant discovery.,0.055390119552612305
NASA's Mars rover has made a significant discovery.,0.056672096252441406
NASA's Mars rover has made a significant discovery.,0.05523681640625
NASA's Mars rover has made a significant discovery.,0.05852079391479492
NASA's Mars rover has made a significant discovery.,0.0572206974029541
NASA's Mars rover has made a significant discovery.,0.055130720138549805
NASA's Mars rover has made a significant discovery.,0.054847002029418945
NASA's Mars rover has made a significant discovery.,0.054551124572753906
NASA's Mars rover has made a significant discovery.,0.05546998977661133
NASA's Mars rover has made a significant discovery.,0.05301785469055176
NASA's Mars rover has made a significant discovery.,0.05633997917175293
NASA's Mars rover has made a significant discovery.,0.059661865234375
NASA's Mars rover has made a significant discovery.,0.05711698532104492
NASA's Mars rover has made a significant discovery.,0.054444074630737305
NASA's Mars rover has made a significant discovery.,0.054438114166259766
NASA's Mars rover has made a significant discovery.,0.05306696891784668
NASA's Mars rover has made a significant discovery.,0.05906414985656738
NASA's Mars rover has made a significant discovery.,0.05526280403137207
NASA's Mars rover has made a significant discovery.,0.05498814582824707
NASA's Mars rover has made a significant discovery.,0.05672001838684082
NASA's Mars rover has made a significant discovery.,0.055789947509765625
NASA's Mars rover has made a significant discovery.,0.055848121643066406
NASA's Mars rover has made a significant discovery.,0.054009199142456055
NASA's Mars rover has made a significant discovery.,0.0586550235748291
NASA's Mars rover has made a significant discovery.,0.05705904960632324
NASA's Mars rover has made a significant discovery.,0.06160283088684082
NASA's Mars rover has made a significant discovery.,0.06122708320617676
NASA's Mars rover has made a significant discovery.,0.05836319923400879
NASA's Mars rover has made a significant discovery.,0.05608510971069336
NASA's Mars rover has made a significant discovery.,0.060872793197631836
NASA's Mars rover has made a significant discovery.,0.05881333351135254
NASA's Mars rover has made a significant discovery.,0.05754494667053223
NASA's Mars rover has made a significant discovery.,0.05967092514038086
NASA's Mars rover has made a significant discovery.,0.05837607383728027
NASA's Mars rover has made a significant discovery.,0.05494976043701172
NASA's Mars rover has made a significant discovery.,0.05465507507324219
NASA's Mars rover has made a significant discovery.,0.05365729331970215
NASA's Mars rover has made a significant discovery.,0.056314945220947266
NASA's Mars rover has made a significant discovery.,0.056986093521118164
NASA's Mars rover has made a significant discovery.,0.05679488182067871
NASA's Mars rover has made a significant discovery.,0.05477499961853027
NASA's Mars rover has made a significant discovery.,0.05702781677246094
NASA's Mars rover has made a significant discovery.,0.05941319465637207
NASA's Mars rover has made a significant discovery.,0.057650089263916016
NASA's Mars rover has made a significant discovery.,0.05629611015319824
NASA's Mars rover has made a significant discovery.,0.05396699905395508
NASA's Mars rover has made a significant discovery.,0.05375194549560547
NASA's Mars rover has made a significant discovery.,0.058187007904052734
NASA's Mars rover has made a significant discovery.,0.06497907638549805
NASA's Mars rover has made a significant discovery.,0.070281982421875
NASA's Mars rover has made a significant discovery.,0.06653785705566406
NASA's Mars rover has made a significant discovery.,0.05955767631530762
NASA's Mars rover has made a significant discovery.,0.06184792518615723
NASA's Mars rover has made a significant discovery.,0.07181620597839355
NASA's Mars rover has made a significant discovery.,0.0667409896850586
NASA's Mars rover has made a significant discovery.,0.055306196212768555
NASA's Mars rover has made a significant discovery.,0.05556511878967285
NASA's Mars rover has made a significant discovery.,0.05800914764404297
NASA's Mars rover has made a significant discovery.,0.05595970153808594
NASA's Mars rover has made a significant discovery.,0.05603599548339844
NASA's Mars rover has made a significant discovery.,0.054712772369384766
NASA's Mars rover has made a significant discovery.,0.05495285987854004
NASA's Mars rover has made a significant discovery.,0.055732011795043945
NASA's Mars rover has made a significant discovery.,0.05479288101196289
NASA's Mars rover has made a significant discovery.,0.05728006362915039
NASA's Mars rover has made a significant discovery.,0.06217479705810547
NASA's Mars rover has made a significant discovery.,0.05596184730529785
NASA's Mars rover has made a significant discovery.,0.05463981628417969
NASA's Mars rover has made a significant discovery.,0.058318138122558594
NASA's Mars rover has made a significant discovery.,0.05625033378601074
NASA's Mars rover has made a significant discovery.,0.06113791465759277
NASA's Mars rover has made a significant discovery.,0.057047128677368164
The stock market hit a record high this week.,0.05926084518432617
The stock market hit a record high this week.,0.057933807373046875
The stock market hit a record high this week.,0.057749032974243164
The stock market hit a record high this week.,0.0585789680480957
The stock market hit a record high this week.,0.05947518348693848
The stock market hit a record high this week.,0.05888175964355469
The stock market hit a record high this week.,0.06266307830810547
The stock market hit a record high this week.,0.05684185028076172
The stock market hit a record high this week.,0.05859708786010742
The stock market hit a record high this week.,0.05877876281738281
The stock market hit a record high this week.,0.05805325508117676
The stock market hit a record high this week.,0.06278109550476074
The stock market hit a record high this week.,0.05745530128479004
The stock market hit a record high this week.,0.05906081199645996
The stock market hit a record high this week.,0.062248945236206055
The stock market hit a record high this week.,0.06477499008178711
The stock market hit a record high this week.,0.0621492862701416
The stock market hit a record high this week.,0.05332779884338379
The stock market hit a record high this week.,0.05490612983703613
The stock market hit a record high this week.,0.05988883972167969
The stock market hit a record high this week.,0.10702300071716309
The stock market hit a record high this week.,0.05646705627441406
The stock market hit a record high this week.,0.05724692344665527
The stock market hit a record high this week.,0.058973073959350586
The stock market hit a record high this week.,0.055802106857299805
The stock market hit a record high this week.,0.0569300651550293
The stock market hit a record high this week.,0.05608701705932617
The stock market hit a record high this week.,0.05767393112182617
The stock market hit a record high this week.,0.055555105209350586
The stock market hit a record high this week.,0.05530214309692383
The stock market hit a record high this week.,0.057073116302490234
The stock market hit a record high this week.,0.05586600303649902
The stock market hit a record high this week.,0.06302833557128906
The stock market hit a record high this week.,0.05556797981262207
The stock market hit a record high this week.,0.058148860931396484
The stock market hit a record high this week.,0.0563662052154541
The stock market hit a record high this week.,0.058038949966430664
The stock market hit a record high this week.,0.05587029457092285
The stock market hit a record high this week.,0.057906389236450195
The stock market hit a record high this week.,0.06504607200622559
The stock market hit a record high this week.,0.06094169616699219
The stock market hit a record high this week.,0.08885502815246582
The stock market hit a record high this week.,0.06314516067504883
The stock market hit a record high this week.,0.07685136795043945
The stock market hit a record high this week.,0.0634450912475586
The stock market hit a record high this week.,0.05780816078186035
The stock market hit a record high this week.,0.06904411315917969
The stock market hit a record high this week.,0.06300592422485352
The stock market hit a record high this week.,0.056073904037475586
The stock market hit a record high this week.,0.0583348274230957
The stock market hit a record high this week.,0.059828758239746094
The stock market hit a record high this week.,0.05903887748718262
The stock market hit a record high this week.,0.058306217193603516
The stock market hit a record high this week.,0.055542945861816406
The stock market hit a record high this week.,0.06067490577697754
The stock market hit a record high this week.,0.0561220645904541
The stock market hit a record high this week.,0.0596311092376709
The stock market hit a record high this week.,0.05579495429992676
The stock market hit a record high this week.,0.05760622024536133
The stock market hit a record high this week.,0.05895113945007324
The stock market hit a record high this week.,0.055361032485961914
The stock market hit a record high this week.,0.05626392364501953
The stock market hit a record high this week.,0.05726194381713867
The stock market hit a record high this week.,0.06303000450134277
The stock market hit a record high this week.,0.05687308311462402
The stock market hit a record high this week.,0.05877494812011719
The stock market hit a record high this week.,0.0637199878692627
The stock market hit a record high this week.,0.05874991416931152
The stock market hit a record high this week.,0.05857110023498535
The stock market hit a record high this week.,0.05784487724304199
The stock market hit a record high this week.,0.05616283416748047
The stock market hit a record high this week.,0.05615496635437012
The stock market hit a record high this week.,0.06139373779296875
The stock market hit a record high this week.,0.05716991424560547
The stock market hit a record high this week.,0.0554051399230957
The stock market hit a record high this week.,0.05507302284240723
The stock market hit a record high this week.,0.061903953552246094
The stock market hit a record high this week.,0.058402061462402344
The stock market hit a record high this week.,0.05709099769592285
The stock market hit a record high this week.,0.056405067443847656
The stock market hit a record high this week.,0.05810379981994629
The stock market hit a record high this week.,0.05552482604980469
The stock market hit a record high this week.,0.05699801445007324
The stock market hit a record high this week.,0.056468963623046875
The stock market hit a record high this week.,0.05854201316833496
The stock market hit a record high this week.,0.05805230140686035
The stock market hit a record high this week.,0.05837297439575195
The stock market hit a record high this week.,0.05959510803222656
The stock market hit a record high this week.,0.058365821838378906
The stock market hit a record high this week.,0.055467844009399414
The stock market hit a record high this week.,0.05804324150085449
The stock market hit a record high this week.,0.062487125396728516
The stock market hit a record high this week.,0.05624675750732422
The stock market hit a record high this week.,0.05944395065307617
The stock market hit a record high this week.,0.057457923889160156
The stock market hit a record high this week.,0.06700992584228516
The stock market hit a record high this week.,0.05593395233154297
The stock market hit a record high this week.,0.05530285835266113
The stock market hit a record high this week.,0.055052995681762695
The stock market hit a record high this week.,0.06209301948547363
The moon is made of cheese.,0.056066036224365234
The moon is made of cheese.,0.058924198150634766
The moon is made of cheese.,0.05741381645202637
The moon is made of cheese.,0.055078983306884766
The moon is made of cheese.,0.05747699737548828
The moon is made of cheese.,0.05756211280822754
The moon is made of cheese.,0.05547022819519043
The moon is made of cheese.,0.05761885643005371
The moon is made of cheese.,0.05683398246765137
The moon is made of cheese.,0.05692005157470703
The moon is made of cheese.,0.05595993995666504
The moon is made of cheese.,0.05682206153869629
The moon is made of cheese.,0.05753016471862793
The moon is made of cheese.,0.056656837463378906
The moon is made of cheese.,0.056236982345581055
The moon is made of cheese.,0.0584869384765625
The moon is made of cheese.,0.05811500549316406
The moon is made of cheese.,0.0549921989440918
The moon is made of cheese.,0.054537057876586914
The moon is made of cheese.,0.06348395347595215
The moon is made of cheese.,0.054136037826538086
The moon is made of cheese.,0.05415916442871094
The moon is made of cheese.,0.05901908874511719
The moon is made of cheese.,0.05599188804626465
The moon is made of cheese.,0.05823779106140137
The moon is made of cheese.,0.05654621124267578
The moon is made of cheese.,0.05436110496520996
The moon is made of cheese.,0.06237220764160156
The moon is made of cheese.,0.05765509605407715
The moon is made of cheese.,0.056668996810913086
The moon is made of cheese.,0.06404614448547363
The moon is made of cheese.,0.05682039260864258
The moon is made of cheese.,0.060148000717163086
The moon is made of cheese.,0.06455779075622559
The moon is made of cheese.,0.06060528755187988
The moon is made of cheese.,0.05971503257751465
The moon is made of cheese.,0.057692766189575195
The moon is made of cheese.,0.05708599090576172
The moon is made of cheese.,0.05579209327697754
The moon is made of cheese.,0.06024026870727539
The moon is made of cheese.,0.05700421333312988
The moon is made of cheese.,0.05837512016296387
The moon is made of cheese.,0.060307979583740234
The moon is made of cheese.,0.05961441993713379
The moon is made of cheese.,0.06889510154724121
The moon is made of cheese.,0.06241106986999512
The moon is made of cheese.,0.057965993881225586
The moon is made of cheese.,0.06983089447021484
The moon is made of cheese.,0.06844282150268555
The moon is made of cheese.,0.06441116333007812
The moon is made of cheese.,0.05954694747924805
The moon is made of cheese.,0.06279134750366211
The moon is made of cheese.,0.05553793907165527
The moon is made of cheese.,0.06100010871887207
The moon is made of cheese.,0.055787086486816406
The moon is made of cheese.,0.05399775505065918
The moon is made of cheese.,0.05812406539916992
The moon is made of cheese.,0.05699896812438965
The moon is made of cheese.,0.05693864822387695
The moon is made of cheese.,0.05810403823852539
The moon is made of cheese.,0.056397199630737305
The moon is made of cheese.,0.05760312080383301
The moon is made of cheese.,0.057028770446777344
The moon is made of cheese.,0.056063175201416016
The moon is made of cheese.,0.05855917930603027
The moon is made of cheese.,0.06283903121948242
The moon is made of cheese.,0.05734872817993164
The moon is made of cheese.,0.1178748607635498
The moon is made of cheese.,0.057356834411621094
The moon is made of cheese.,0.055345773696899414
The moon is made of cheese.,0.05739712715148926
The moon is made of cheese.,0.05524873733520508
The moon is made of cheese.,0.06188178062438965
The moon is made of cheese.,0.05545806884765625
The moon is made of cheese.,0.05629706382751465
The moon is made of cheese.,0.055226802825927734
The moon is made of cheese.,0.05381011962890625
The moon is made of cheese.,0.05389881134033203
The moon is made of cheese.,0.05462002754211426
The moon is made of cheese.,0.05756783485412598
The moon is made of cheese.,0.05520510673522949
The moon is made of cheese.,0.05718994140625
The moon is made of cheese.,0.05436301231384277
The moon is made of cheese.,0.056439876556396484
The moon is made of cheese.,0.058506011962890625
The moon is made of cheese.,0.07325172424316406
The moon is made of cheese.,0.056240081787109375
The moon is made of cheese.,0.05534625053405762
The moon is made of cheese.,0.05728602409362793
The moon is made of cheese.,0.05679488182067871
The moon is made of cheese.,0.055726051330566406
The moon is made of cheese.,0.056488037109375
The moon is made of cheese.,0.056355953216552734
The moon is made of cheese.,0.05686807632446289
The moon is made of cheese.,0.056056976318359375
The moon is made of cheese.,0.06113696098327637
The moon is made of cheese.,0.05781078338623047
The moon is made of cheese.,0.057852983474731445
The moon is made of cheese.,0.05685019493103027
The moon is made of cheese.,0.05698990821838379
Aliens have landed in New York City.,0.05723381042480469
Aliens have landed in New York City.,0.05590486526489258
Aliens have landed in New York City.,0.0578160285949707
Aliens have landed in New York City.,0.0605008602142334
Aliens have landed in New York City.,0.05621814727783203
Aliens have landed in New York City.,0.05554008483886719
Aliens have landed in New York City.,0.057884931564331055
Aliens have landed in New York City.,0.05948185920715332
Aliens have landed in New York City.,0.05739784240722656
Aliens have landed in New York City.,0.0557248592376709
Aliens have landed in New York City.,0.06019997596740723
Aliens have landed in New York City.,0.05635404586791992
Aliens have landed in New York City.,0.05625581741333008
Aliens have landed in New York City.,0.0656137466430664
Aliens have landed in New York City.,0.05491042137145996
Aliens have landed in New York City.,0.05459189414978027
Aliens have landed in New York City.,0.05493307113647461
Aliens have landed in New York City.,0.055737972259521484
Aliens have landed in New York City.,0.05500483512878418
Aliens have landed in New York City.,0.061799049377441406
Aliens have landed in New York City.,0.05785393714904785
Aliens have landed in New York City.,0.054079294204711914
Aliens have landed in New York City.,0.06128191947937012
Aliens have landed in New York City.,0.06369185447692871
Aliens have landed in New York City.,0.058936119079589844
Aliens have landed in New York City.,0.05592012405395508
Aliens have landed in New York City.,0.056412696838378906
Aliens have landed in New York City.,0.056326866149902344
Aliens have landed in New York City.,0.05683398246765137
Aliens have landed in New York City.,0.057865142822265625
Aliens have landed in New York City.,0.05789899826049805
Aliens have landed in New York City.,0.05957603454589844
Aliens have landed in New York City.,0.05825304985046387
Aliens have landed in New York City.,0.05640912055969238
Aliens have landed in New York City.,0.05691170692443848
Aliens have landed in New York City.,0.061534881591796875
Aliens have landed in New York City.,0.05527210235595703
Aliens have landed in New York City.,0.05648159980773926
Aliens have landed in New York City.,0.05510210990905762
Aliens have landed in New York City.,0.0573430061340332
Aliens have landed in New York City.,0.06305623054504395
Aliens have landed in New York City.,0.05646991729736328
Aliens have landed in New York City.,0.05829191207885742
Aliens have landed in New York City.,0.05651998519897461
Aliens have landed in New York City.,0.05748605728149414
Aliens have landed in New York City.,0.061309099197387695
Aliens have landed in New York City.,0.054279327392578125
Aliens have landed in New York City.,0.05701589584350586
Aliens have landed in New York City.,0.06087017059326172
Aliens have landed in New York City.,0.05709719657897949
Aliens have landed in New York City.,0.056070804595947266
Aliens have landed in New York City.,0.05596184730529785
Aliens have landed in New York City.,0.0558168888092041
Aliens have landed in New York City.,0.060127973556518555
Aliens have landed in New York City.,0.06376290321350098
Aliens have landed in New York City.,0.13965106010437012
Aliens have landed in New York City.,0.05806899070739746
Aliens have landed in New York City.,0.06801795959472656
Aliens have landed in New York City.,0.05731797218322754
Aliens have landed in New York City.,0.05627894401550293
Aliens have landed in New York City.,0.05690598487854004
Aliens have landed in New York City.,0.06014704704284668
Aliens have landed in New York City.,0.05757284164428711
Aliens have landed in New York City.,0.057394981384277344
Aliens have landed in New York City.,0.05671119689941406
Aliens have landed in New York City.,0.05930614471435547
Aliens have landed in New York City.,0.058092594146728516
Aliens have landed in New York City.,0.0573270320892334
Aliens have landed in New York City.,0.05519700050354004
Aliens have landed in New York City.,0.06395912170410156
Aliens have landed in New York City.,0.056854963302612305
Aliens have landed in New York City.,0.05780196189880371
Aliens have landed in New York City.,0.05926012992858887
Aliens have landed in New York City.,0.0611119270324707
Aliens have landed in New York City.,0.0610959529876709
Aliens have landed in New York City.,0.05682516098022461
Aliens have landed in New York City.,0.20499897003173828
Aliens have landed in New York City.,0.054852962493896484
Aliens have landed in New York City.,0.05512499809265137
Aliens have landed in New York City.,0.05678606033325195
Aliens have landed in New York City.,0.05702090263366699
Aliens have landed in New York City.,0.058934926986694336
Aliens have landed in New York City.,0.05769824981689453
Aliens have landed in New York City.,0.05833029747009277
Aliens have landed in New York City.,0.05643010139465332
Aliens have landed in New York City.,0.056446075439453125
Aliens have landed in New York City.,0.05623006820678711
Aliens have landed in New York City.,0.057374000549316406
Aliens have landed in New York City.,0.06316804885864258
Aliens have landed in New York City.,0.06175589561462402
Aliens have landed in New York City.,0.05684494972229004
Aliens have landed in New York City.,0.06067681312561035
Aliens have landed in New York City.,0.06119894981384277
Aliens have landed in New York City.,0.05982184410095215
Aliens have landed in New York City.,0.06891703605651855
Aliens have landed in New York City.,0.05484175682067871
Aliens have landed in New York City.,0.055711984634399414
Aliens have landed in New York City.,0.06145215034484863
Aliens have landed in New York City.,0.05892610549926758
Aliens have landed in New York City.,0.06000685691833496
